"","id","Town_pop","Socio_stat","Father's edu","Mother's edu","sex"
"113",932971,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"114",933508,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"115",932953,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"116",933726,7,4,7,7,2
"117",933780,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,1
"118",933511,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"119",933104,2,3,7,7,2
"120",921633,2,28,16,16,2
"121",929502,6,25,7,16,2
"122",930622,2,14,7,7,1
"123",924080,4,29,14,12,2
"124",917574,2,17,14,13,2
"125",933364,9,3,7,7,2
"126",933479,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"127",933255,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"128",909702,7,39,16,18,2
"129",932952,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"130",902278,5,6,10,10.3239459815547,2
"131",911736,3,8,7,10,2
"132",933155,5,8,10,7,2
"133",927686,4,9,12,7,2
"134",907524,9,21,7,10,2
"135",932936,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"136",915981,2,28,12,12,2
"137",920470,5,10,12,7,2
"138",931409,6,8,13,10.3239459815547,2
"139",929656,4,17,12,10,2
"140",902281,9,11,10,12,2
"141",918309,3,17,14,7,2
"142",932873,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"143",928526,2,10,10,10,2
"144",918373,6,26,12,16,2
"145",932818,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"146",918062,6,13,10,10,2
"147",929596,4,6,10,7,2
"148",928417,9,25,16,7,2
"149",932995,2,4,7,7,2
"150",904629,8,8,7,10.3239459815547,2
"151",925577,7,14,12,7,2
"152",931697,2,9,10.6685118853794,10.3239459815547,2
"153",923897,7,22,12,10,2
"154",933310,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"155",932758,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"156",929466,5,20,12,12,2
"157",923432,4,14,16,10.3239459815547,1
"158",929179,4,2,7,10.3239459815547,2
"159",932874,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"160",913598,7,36,16,16,2
"161",925970,2,9,10,7,1
"162",932623,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"163",933390,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"164",933387,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"165",932747,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"166",931643,5,4,10.6685118853794,10.3239459815547,1
"167",914982,2,3,7,10.3239459815547,1
"168",932737,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"169",933130,2,7,10,7,1
"170",933366,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,1
"171",932671,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"172",932720,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"173",933079,2,9,10,7,2
"174",933362,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"175",933281,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"176",918578,9,11,12,7,1
"177",909679,4,17,13,12,2
"178",933679,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"179",925719,4,15,10,13,1
"180",932685,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"181",909181,4,11,12,7,1
"182",921334,4,10,12,7,2
"183",901285,3,14,7,14,2
"184",932705,3,5,7,7,2
"185",932780,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"186",932647,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"187",932646,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
"188",933318,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,1
"189",933940,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,1
"190",933312,5.01103448275862,16.2209961685824,10.6685118853794,10.3239459815547,2
